Gender,Ethnicity,Country,h-index,Citation count,Co-authors’ genders (Google Scholar),Co-authors’ ethnicity (Google Scholar),Co-authors’ genders (OpenAI),Co-authors’ ethnicity (OpenAI),Match Count 50%,Match Count 60%,Match Count 70%,Match Count 80%
Male,Asian,USA,44,7424,"Male, Male, Male, Female, Male, Male, Male, Male, Male, Female, Female, Male, Male, Male, Female, Male, Male, Female, Male","White, White, Asian, White, White, White, White, Hispanic, White, White, White, Black, White, White, Black, Asian, White, Black, Black","Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male","White, White, Hispanic, White, Black, Black, Black, White, Asian, White, White, White",8,4,2,2
Male,White,USA,33,21150,"Male, Male, Male, Male, Female, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Female, Female, Male, Female, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Female, Female, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Female","Asian, Hispanic, Hispanic, White, White, White, Hispanic, Black, White, White, White, Asian, Black, White, White, Hispanic, Asian, Hispanic, White, White, White, White, White, White, White, White, Asian, White, White, White, White, White, White, Black, Hispanic, White, Black, Hispanic, White, Asian, White, White, White, White, White, White, Hispanic, White, White, White, Asian, Hispanic, Asian, White, Hispanic, White, Black, Black, White, White, Asian, White, Asian, Hispanic, Asian, White, Hispanic, Asian","Male, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female","White, Hispanic, White, White, White, White, White, White, Asian, White, White, Hispanic, White, White, White, White, Hispanic, Hispanic, White, White, Asian, Black, White, Hispanic, White, Hispanic, White, White, Black, White, Hispanic, White, Hispanic, White, White, White, Black, White, Hispanic, White, Hispanic, White, White, White, Black, White, Hispanic, White, Hispanic, White, White, White, Black, White, Hispanic, White, Hispanic, White, White, White, Black, White, Hispanic, White, Hispanic, White",19,10,5,1
Male,White,USA,28,3203,"Male, Male, Female, Male, Male, Female, Female, Male, Female, Male, Female, Male, Male, Female, Male, Female, Male, Male, Male, Female, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","White, White, White, White, White, White, White, White, White, White, White, White, Black, Hispanic, Black, Black, White, White, Black, White, Asian, Asian, Hispanic, White, Asian, Asian, White, White, White, White, White, Black, White, White, White","Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Hispanic, Hispanic, White, White, White, Asian, Asian, White, White, White, White, White, White, Asian, White, White, White, White",6,2,1,1
Male,White,France,26,4246,"Male, Male, Male, Female, Male, Female, Female, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male","White, Black, Asian, Hispanic, White, White, White, White, White, White, Asian, White, White, Black, White, White, Asian, White, Hispanic, White, White, White, White, Hispanic, White, Hispanic, White, Asian, Asian, Black, Asian, White, Asian, White, Asian, Black, White, Asian, White, Asian, White, White, White, White, Hispanic, White, White, Black, Hispanic, Hispanic","Male, Male, Male","Asian, White, White",3,2,1,1
Male,White,Canada,28,6237,"Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","White, Asian, White, Asian, Hispanic, Black, White, Hispanic, White, Hispanic, Asian, Asian, White, White, White, White, Black, White, Asian, White, Black, White, Asian, White, Black, White, White","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male","Hispanic, Hispanic, White, White, Hispanic, Black, White, White, White, White, White, Asian, White, Asian, Asian, Asian, Asian, Asian, Asian, Black, Asian, Asian, Black, White, White, White",13,1,0,0
Male,White,Belgium,23,2958,"Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","White, Asian, Hispanic, White, Hispanic, Black, Hispanic, Hispanic, Asian, White, Asian, Hispanic, Black, White, White, Black, Asian, White, Black, Hispanic, Asian, Asian, Asian, Hispanic, White, Hispanic, Asian, White, Black, White, Asian, Asian, Asian, White, White, Hispanic, Hispanic, Asian, Asian, Asian, White, White","Male, Male, Male, Male, Male, Male, Male","Asian, Black, Black, Hispanic, Black, White, White",3,1,0,0
Male,Asian,USA,10,2035,"Male, Female, Male, Female, Male, Male, Male, Female, Male, Male, Male, Male, Male, Female, Male, Male, Female, Male, Male, Male, Male, Male, Male","White, White, White, Asian, Asian, White, Asian, Asian, Black, Asian, Asian, Black, White, Asian, Asian, Hispanic, Asian, White, Asian, Asian, Asian, White, Asian","Male, Male, Male, Male, Male, Female, Male, Male, Male, Male","White, White, White, White, Asian, Asian, White, Asian, White, Asian",5,1,1,0
Female,White,Chile,28,3433,"Male, Male, Male, Female, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Female, Male, Female, Male, Male, Male, Male, Male, Female, Male","Hispanic, Hispanic, Hispanic, Asian, White, White, White, White, White, Hispanic, White, Hispanic, White, Hispanic, White, Asian, Asian, White, Black, Hispanic, White, Hispanic, Black, Asian, White, Black, White, Asian, Hispanic","Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female","Asian, Asian, Hispanic, Hispanic, Hispanic, Hispanic, Asian, Hispanic, Hispanic, Asian, Hispanic, Asian, Hispanic, Asian, Asian, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Asian, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic",4,0,0,0
Female,Asian,Greece,12,503,"Male, Male, Female, Female, Male, Female, Female, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Female, Male, Female","Asian, Asian, Asian, Hispanic, White, White, Hispanic, Asian, Black, Asian, White, Hispanic, Asian, White, Black, White, Asian, Asian, White, White, Asian","Male, Male, Male","Asian, Asian, Asian",1,0,0,0
Male,Hispanic,USA,35,5467,"Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Black, White, White, Hispanic, White, White, Asian, White, White, Asian, Asian, Asian, Asian, Asian, White, Asian, Asian, Hispanic, White, White, Asian, White, Asian, Asian, Asian, Asian, White, Hispanic, Asian, White, Black, Asian, White, White, Asian, White, White, Asian, Asian, White","Male, Male, Male, Male, Male, Male, Male","White, White, White, White, White, Black, White",5,2,1,1
Male,Asian,USA,23,5696,"Female, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Female, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Female, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Asian, White, Asian, Black, White, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, White, Asian, Black, Asian, Asian, White, Hispanic, White, White, Asian, Asian, Asian, White, Hispanic, White, White, Hispanic, Asian, Asian, Asian, Asian, Asian, Asian, Asian, White, Asian, White, Black, White, Hispanic, Hispanic, White, Asian, Asian, White, Asian, White, Asian, Asian, Asian","Female, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Female, Female, Male, Male, Male, Male, Male, Male, Male","Asian, Asian, Black, White, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, White, White, Black, White, White, White",14,7,4,4
Male,Asian,UK,32,6404,"Male, Male, Male, Female, Male, Female, Female, Male, Male, Female, Female, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male","Asian, White, Asian, White, Asian, Asian, Asian, Black, White, White, Asian, Black, Hispanic, White, Black, Black, Asian, Asian, Hispanic, Hispanic, White","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","White, White, White, White, White, White, White, White, Asian, White, White, White, White, White, White, Asian, White, White, White, White",8,2,0,0
Female,Asian,USA,8,272,"Male, Male, Male, Male, Male, Female, Male, Male, Male, Male","White, Hispanic, White, Asian, Black, Asian, Asian, White, Asian, Hispanic","Male, Male","White, White",0,0,0,0
Female,Black,USA,46,15594,"Male, Male","White, White","Male, Male","White, White",2,2,2,2
Male,Hispanic,Germany,14,577,"Male, Male, Male, Male","Asian, Asian, White, Asian","Male, Male, Male","White, White, White",0,0,0,0
Female,White,Qatar,32,5071,"Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Female, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Female, Male, Male, Male, Female, Female, Male, Female, Male, Male, Female, Male, Male, Male","Asian, Asian, White, Asian, Asian, Asian, Hispanic, Hispanic, Asian, Hispanic, Hispanic, Asian, Asian, Asian, White, Asian, Asian, Hispanic, Hispanic, Asian, Asian, Asian, Asian, Asian, Hispanic, Asian, White, Hispanic, White, Asian, Asian, White, Hispanic, Hispanic, Hispanic, Asian, White, Asian, White, Hispanic, Hispanic, White, Asian","Male, Male, Male, Male","Asian, Black, Asian, White",2,1,0,0
Male,Hispanic,Swiss,38,6612,"Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male","Asian, Hispanic, Hispanic, White, Asian, Asian, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Black, White, Asian, Hispanic, Asian, Asian, White, Black, Asian, Asian, White, Hispanic, White, Asian, Hispanic, Asian, Black, Asian, Asian","Male, Male, Male, Male, Male, Male, Male, Male","Hispanic, Hispanic, Asian, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic",4,1,1,0
Male,Asian,Germany,19,1491,"Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Female, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male","Asian, Hispanic, Asian, White, Asian, White, Asian, Hispanic, Asian, Black, Black, White, Hispanic, White, White, Black, Asian, White, White, White, Black, White, White, White, White, Asian, White, White, Hispanic, Asian, White, Black, White, White, White, White, Hispanic, Black, White, White, Black, Asian, Asian, Asian, White, White, White, White, Hispanic, Hispanic, Asian, White, White, Asian, Black, White, Asian, White, White, Asian, White, White","Male, Female, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","White, White, White, Asian, White, Hispanic, White, White, White, White, White, Asian, White, Asian, White, Black, White, White, White, White, White, Asian, Asian, White, Asian, White",17,8,2,0
Male,Asian,Denmark,22,2555,"Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Female, Male, Male, Female, Male, Male, Male, Female, Male, Male, Female, Male, Male","White, Hispanic, White, Asian, Black, Asian, Black, Black, Hispanic, Asian, Black, White, White, Asian, White, Hispanic, Asian, Black, White, Black, White, White, White, Black, White, Asian, Asian, Asian, White, White, White, Hispanic, White, White, Hispanic, White, Asian, Hispanic, Hispanic, Asian, Asian, Asian, White, Asian, Asian, Hispanic, Hispanic, White, Black, White, White, Asian, Hispanic, White, Black, Asian, White, White, White, White, White, White, White, White, Black, White, White, White, Asian, Asian, White, Asian, White, White","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","White, Black, Black, Black, Asian, White, Black, Black, White, Asian, Asian, Asian, White, Asian, Black, Black, Asian, Asian, Asian, White, Asian, Asian, White, White, White, White, Black, White, White, Asian, Hispanic, White, Black, Black, Black, White, White, White, Black, White, Asian, Asian, Asian, White, Asian, White, Black, Black, Black, Asian, White, Black, Black, White, Asian, Hispanic, White, Black, Black, Black, Asian, White, Black, Black, White, Asian, Hispanic, White, Black, Black, Black, Asian, White",12,3,0,0
Male,Black,Belgium,12,650,"Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","White, White, Black, Asian, Asian, White, White, White, White, White","Male, Male, Male, Male, Male, Male, Male, Male, Male","Black, White, White, White, White, White, White, White, White",3,1,0,0
Male,Hispanic,Brazil,36,8703,"Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male","Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Asian, Hispanic, Asian, Black, Hispanic, White, Hispanic, Hispanic, Hispanic, Asian, White, Hispanic, Hispanic, Asian, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Asian, White, Hispanic, Hispanic, White, White, Hispanic, White, White, Asian, Asian, Asian, White, White, Hispanic, White, White","Male, Male, Male","Hispanic, Hispanic, Hispanic",2,0,0,0
Male,White,Germany,49,9434,"Male, Male, Male, Male, Male, Male, Female, Male, Male, Female, Male, Male, Female, Male, Male, Female, Female, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Female, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male","White, White, White, White, Hispanic, Hispanic, White, White, Asian, Asian, Asian, White, Hispanic, Asian, Asian, Hispanic, White, Asian, Black, Asian, Asian, White, White, Asian, White, Asian, Asian, White, White, Black, White, Hispanic, Hispanic, Black, Asian, White, White, Asian, Black, White, White, Hispanic, White, Asian, Black, White, White, Asian, White, Hispanic, White, Black","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","White, White, Asian, Asian, White, White, Hispanic, White, White, White, Asian, Black",10,5,3,3
Male,Hispanic,Portugal,33,5245,Male,Asian,Male,Hispanic,0,0,0,0
Male,White,Germany,11,382,"Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Female, Male, Male, Female","Asian, Asian, Hispanic, Asian, White, White, White, Black, White, White, White, White, Hispanic, Black, Asian, Asian","Male, Male, Male, Male, Male, Male","White, White, White, White, Asian, White",0,0,0,0
Male,White,Italy,44,6446,"Male, Male, Female, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Female, Male, Male, Female, Female, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Asian, Hispanic, Hispanic, White, Hispanic, Asian, White, Hispanic, White, Hispanic, Asian, White, White, White, Asian, Hispanic, White, Hispanic, Hispanic, Black, Hispanic, Hispanic, Asian, White, Asian, Hispanic, White, White, White, Hispanic, Hispanic, Asian, Asian, Hispanic, Hispanic, Hispanic, Hispanic, Asian, White, Hispanic, White, Asian, Hispanic, Hispanic, Hispanic, White","Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Asian, Hispanic, Asian, White, White, Hispanic, Hispanic, White, White, Hispanic, White, White, White, White, Hispanic, White, Hispanic, White, White, White, White, Asian, Hispanic, White, White, White, White, White, Hispanic, Asian, White, White, White, Asian, White, White, White, White, White, White, White, White, Hispanic, White, White, White",24,8,1,1
Male,White,China,34,4304,"Male, Male, Male, Male, Female, Male, Male, Female, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Female, Male, Male, Female, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Female, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Female, Female, Female, Female, Male, Male, Female, Female, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Female, Female, Male, Male, Male, Female, Male, Male, Female, Female, Male, Male, Female, Female, Male, Female, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male","Hispanic, White, Black, Asian, Asian, White, White, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Black, Asian, Asian, Asian, Hispanic, White, Hispanic, Asian, Asian, White, Hispanic, White, Asian, Asian, White, Hispanic, Asian, Asian, Hispanic, Hispanic, Asian, Asian, Asian, Asian, Asian, Hispanic, Hispanic, Hispanic, Asian, Hispanic, Asian, Hispanic, White, Black, White, Asian, Asian, Asian, White, Asian, White, White, Asian, White, White, Asian, Asian, Asian, Asian, Asian, White, Asian, Asian, White, Asian, White, White, Asian, Asian, Asian, Asian, Asian, Asian, White, White, White, White, Asian, Asian, Asian, Asian, Asian, White, Asian, Asian, White, Black, Asian, White, White, Asian, Hispanic, Hispanic, White, Hispanic, Asian, White, Hispanic, Asian, Black, Hispanic, White, Black, White, Asian, Black, White, Asian, Black, Asian, Asian, Asian, White, Asian, Asian, White, White, White, Black, Hispanic, White, Asian, Asian, Hispanic, Asian, Asian, White, Asian, Asian, Black, White, Asian, Asian, Hispanic, White, White, White, Black, Asian, Asian, White, Asian, Asian, Asian, Black, White, White, White, Asian, Hispanic, Asian, Asian, Asian, Hispanic, Hispanic, White, Hispanic, Asian, Black, Asian, White, Asian, Asian, Asian, Hispanic, Hispanic, Asian, Hispanic, White, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Black, Asian, Asian, Asian, Hispanic, Asian, Black, Asian","Male, Male, Female, Female, Male, Male, Female, Female, Male, Male, Male, Male, Male, Female, Male","Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian",15,13,8,8
Male,White,USA,53,12013,"Male, Male, Male","Hispanic, White, Hispanic","Male, Male","White, White",0,0,0,0
Male,Hispanic,Finland,18,1122,"Male, Male, Female, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Female, Male, Male","Asian, White, Asian, Hispanic, Hispanic, Hispanic, Hispanic, Black, Asian, Asian, Asian, Asian, Asian, Asian, White, Hispanic, Asian, Asian, Hispanic, Asian, Hispanic, Hispanic, Asian, Black, White, Hispanic, Hispanic, Black, Hispanic, Black, Asian, Asian, Asian, Hispanic, Hispanic, Asian, Asian","Male, Female, Male, Male, Male","Asian, Asian, Asian, Asian, Asian",5,3,2,1
Male,White,USA,44,6342,"Male, Male, Male, Female, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Female, Male, Male, Female, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Female, Female, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","White, White, White, Asian, Asian, White, Hispanic, White, White, Asian, White, White, White, Asian, Asian, White, Hispanic, White, Black, White, White, Asian, White, Asian, Hispanic, Asian, White, Black, White, Hispanic, Hispanic, Black, Black, White, Black, White, White, Black, Hispanic, White, White, Hispanic, Asian, Asian, Asian, Hispanic, Asian, Asian, Asian, Asian, White, Asian, White","Male, Female, Male, Female, Female, Female, Female, Female, Female, Female, Female, Male, Male, Female, Female, Female, Female, Female, Female, Female, Female, Male, Female, Female, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","White, Asian, White, White, White, White, White, White, White, Black, Asian, White, White, White, White, White, White, White, White, White, Asian, White, White, Hispanic, White, White, White, White, White, White, White, White, White, Asian, Hispanic, Asian, White, Hispanic, Asian, White, Hispanic, White, Asian, White, Black, White, White, White, White, White, White, White",27,10,2,0
Male,White,Austria,18,1418,"Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","White, White, White, White, White, Hispanic, White, White, Asian, White, White, White, Asian, White, Asian, White, Asian, Black, White, Black","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","White, White, White, White, White, White, Asian, Asian, Hispanic, White, White, Asian, White, Asian, White, White, White, White, White",8,3,1,0
Female,Hispanic,UK,61,19721,"Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Female, Male, Male, Male, Male","Hispanic, White, Asian, Asian, White, Black, Hispanic, White, White, Hispanic, Hispanic, Asian, Hispanic, Asian, Hispanic, Asian, Hispanic, Asian, White, White, Asian","Male, Female, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Female, Male","Hispanic, White, Hispanic, Hispanic, Asian, White, White, White, Hispanic, Hispanic, Hispanic, White, Hispanic, Hispanic, Asian, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, White",9,3,2,2
Female,White,USA,7,266,"Female, Male, Female, Male, Female, Female, Male, Male, Male, Female, Female, Male, Female, Female, Male, Male, Female, Male, Female, Female, Male, Male","White, White, Black, White, White, Hispanic, White, White, White, White, White, White, White, White, White, Asian, Hispanic, White, White, Asian, Asian, White","Male, Male, Male, Female, Female, Female, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","White, White, Asian, Black, White, Asian, White, White, White, Hispanic, Asian, White, White, White, Asian, Hispanic, Hispanic, White, Asian, White, Black",10,2,0,0
Male,Hispanic,USA,19,3944,"Male, Male, Female, Male, Male, Female, Male, Female, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Female, Male, Female, Male, Male, Male, Male, Female, Male, Female, Male, Male, Male, Male, Female, Male, Female, Male, Male, Male","White, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Hispanic, Black, Hispanic, Hispanic, Asian, Asian, Asian, Asian, Asian, Hispanic, Hispanic, Asian, Asian, Asian, Hispanic, White, Asian, White, Asian, Black, White, Asian, Asian, White, White, Asian, Asian, Asian, Asian, Asian, Asian","Male, Male, Female, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","White, White, White, Asian, Hispanic, Asian, White, Hispanic, White, White, Asian, Asian, Asian, Black, Asian, White, Asian, Black, White, Asian",13,6,4,4
Male,Hispanic,France,27,3546,"Male, Male, Male, Female, Female, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Female, Male, Female","Black, White, White, Hispanic, Hispanic, Hispanic, Asian, Hispanic, White, White, White, Hispanic, Black, White, Asian, Hispanic, Hispanic, Hispanic, Asian","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Black, Black, Asian, Black, Asian, Asian, Hispanic, Black, Black, Hispanic, Black, Asian, White, Black, Black, Asian, Asian, Black, Black",8,0,0,0
Male,White,UK,22,1783,"Male, Female, Male, Female, Male, Male, Male, Male, Female, Male","White, Hispanic, Hispanic, Asian, Black, White, Hispanic, White, Hispanic, Hispanic","Male, Female, Male, Male, Male, Male, Male, Female, Male","Asian, White, White, Hispanic, Asian, White, Asian, Hispanic, Hispanic",2,1,0,0
Female,Hispanic,Brazil,30,3127,"Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Black, Hispanic, Hispanic, Black, White, Asian, Hispanic, Asian, Hispanic, White, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic",7,3,2,2
Male,Hispanic,Italy,31,4884,"Male, Male, Male, Male, Male, Female, Female","Hispanic, White, Black, Hispanic, White, Hispanic, Asian","Male, Male, Male, Male, Male, Male","White, Hispanic, Hispanic, White, White, Black",1,0,0,0
Male,Hispanic,France,5,58,"Male, Male, Female, Female, Male, Male, Male, Male","White, Asian, White, White, Black, Asian, Hispanic, Hispanic","Female, Male, Male, Male, Male, Male, Male","Hispanic, Hispanic, Asian, Black, Black, Hispanic, Black",2,0,0,0
Male,Asian,Ireland,12,414,"Male, Male, Male, Female, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male","Asian, Asian, Asian, Black, White, Asian, Hispanic, Asian, Asian, Hispanic, White, Hispanic, White, Asian, Asian, Asian, Asian, Asian, Asian","Male, Male, Male, Male, Male","Asian, Asian, Hispanic, Asian, Asian",3,0,0,0
